Currency units per SDR for April 1999
Currency	April 01, 1999	April 02, 1999	April 05, 1999	April 06, 1999	April 07, 1999	April 08, 1999	April 09, 1999	April 12, 1999	April 13, 1999	April 14, 1999	April 15, 1999
Indian Rupee	58.013300	58.150400	58.072900	57.747800	57.700300	57.838800	58.136700	NA	58.021100	57.932000	NA
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iranian Rial	NA	2,377.650000	2,378.270000	2,378.420000	2,369.540000	2,369.540000	NA	NA	NA	NA	2,374.640000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,651.810000	1,653.590000	1,641.620000	1,608.850000	1,603.970000	NA	1,610.640000	1,604.520000	1,603.640000	1,596.720000	1,589.590000
Kuwaiti Dinar	NA	0.413744	0.413934	0.412739	0.412448	NA	0.413346	0.413236	0.413505	0.413060	NA
Libyan Dinar	0.634115	0.634115	0.634115	0.634115	0.634115	0.634115	0.634115	0.634115	0.634115	0.634115	0.634115
Malaysian Ringgit	5.155540	5.156870	5.157210	5.137940	5.130110	5.142430	5.143640	5.142270	5.149000	5.141100	5.134670
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	92.290900	92.314700	92.728000	92.381500	92.240800	92.462200	92.484000	92.459400	92.580400	92.438300	92.322800
New Zealand Dollar	NA	2.490040	2.478830	2.480900	2.483960	2.460490	2.461070	2.467150	NA	2.442090	2.423730
Norwegian Krone	10.539800	10.550000	10.549600	10.544900	10.544700	10.532600	10.542600	10.536200	10.539200	10.550700	10.521500
Rial Omani	0.521659	0.521793	0.521828	0.519879	0.519087	0.520332	0.520455	0.520317	0.520998	0.520198	0.519548
Pakistani Rupee	62.565100	62.581300	62.585400	62.351600	62.256600	62.406000	62.420800	62.404200	62.485800	62.389900	62.312000
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	4.938460	4.939730	4.940060	4.921610	4.914110	4.925900	4.927070	4.925760	4.932200	4.924630	4.918480
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.080920	5.082230	5.082560	5.063580	5.055860	5.068000	5.069190	5.067850	5.074480	5.066690	5.060360
Singapore Dollar	2.299640	2.309050	2.318300	2.314780	2.311520	2.311390	2.308550	2.300220	2.296450	2.293200	2.297770
South African Rand	8.284810	8.205520	8.208780	8.236260	8.202110	8.274570	8.212910	NA	NA	8.187200	8.247230
Sri Lanka Rupee	94.515900	94.513100	94.587300	94.315000	94.292800	94.478500	94.541500	94.597500	94.707700	94.555600	NA
Swedish Krona	11.284500	11.301000	11.339100	11.337300	11.296400	11.289700	11.343100	11.326500	11.287200	11.340900	11.336800
Swiss Franc	2.035760	2.042530	2.044430	2.041250	2.040570	2.038970	2.044330	2.041890	2.043880	2.051970	2.055220
Thai Baht	50.759000	50.683900	50.684500	50.700700	50.761100	50.826100	51.006000	50.993800	50.782700	50.606000	50.313000
Trinidad And Tobago Dollar	8.530920	8.526200	8.524730	8.476390	8.462800	8.476210	8.504610	8.502070	8.485420	8.491600	8.480320
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.982550	4.983840	4.984170	4.965550	4.957990	4.969880	4.971060	4.969740	4.976240	4.968600	4.962390
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
