Currency units per SDR for January 1996
Currency	January 02, 1996	January 03, 1996	January 04, 1996	January 05, 1996	January 08, 1996	January 09, 1996	January 10, 1996	January 11, 1996	January 12, 1996	January 15, 1996	January 16, 1996
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	NA	1,147.950000	1,145.240000	1,159.480000	1,163.680000	1,165.180000	1,165.060000	1,164.790000	1,165.570000	1,166.210000	1,163.170000
Kuwaiti Dinar	0.443745	0.443147	0.441258	NA	0.441977	0.441173	0.441914	0.442482	NA	0.441096	0.439851
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	NA	0.525000	0.525000
Malaysian Ringgit	3.769000	3.770290	3.769490	3.769030	NA	3.775200	3.777850	3.777520	3.774140	3.781390	3.768700
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	83.092800	82.980800	82.560800	82.609000	82.750600	82.647000	82.785900	84.372500	84.066500	84.080100	83.798000
New Zealand Dollar	NA	2.265400	2.250500	2.254220	2.250180	2.240190	2.248050	2.249920	2.235300	2.230590	2.218070
Norwegian Krone	9.391710	9.379790	9.397190	9.394560	9.378160	9.382650	9.362200	9.351290	9.350550	9.349860	9.392720
Rial Omani	0.570521	0.569752	0.566868	0.567199	0.568172	0.567460	0.568414	0.569145	0.567080	0.567172	0.565269
Pakistani Rupee	50.947300	50.878600	50.621100	50.650700	50.737500	50.674000	50.759200	50.824400	50.640000	50.648200	50.478300
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	5.401030	5.393750	5.366450	5.369580	5.378790	5.372060	5.381080	5.388000	5.368450	5.369330	5.351310
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.556830	5.549340	5.521250	5.524470	5.533950	5.527020	5.536310	5.543420	5.523310	5.524210	5.505670
Singapore Dollar	2.097940	2.098970	2.097780	2.104170	2.105120	2.099970	2.103060	2.104720	2.100920	2.099050	2.094070
South African Rand	5.407710	5.384120	5.352450	5.352620	5.367710	5.355090	5.358170	5.372460	5.360340	5.362690	5.354980
Sri Lanka Rupee	80.225400	80.124600	79.741200	NA	79.939300	79.839300	79.958600	80.079900	79.818900	NA	79.600700
Swedish Krona	9.804950	9.787440	9.765170	9.768070	9.783640	9.757370	9.722020	9.749910	9.734600	9.708300	9.738940
Swiss Franc	NA	1.714740	1.720210	1.721070	1.716340	1.726440	1.719430	1.713350	1.717460	1.718040	1.722860
Thai Baht	NA	37.371000	37.226100	37.277300	37.356000	37.279700	37.298000	37.360800	37.254700	37.260800	37.165100
Trinidad And Tobago Dollar	8.809020	8.788560	8.735230	8.758320	8.764470	8.766050	8.783140	8.786880	8.749700	8.762180	8.734690
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.447030	5.439690	5.412160	5.415310	5.424600	5.417810	5.426910	5.433890	5.414170	5.415060	5.396880
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for January 1996 Continued

Currency	January 17, 1996	January 18, 1996	January 19, 1996	January 22, 1996	January 23, 1996	January 24, 1996	January 25, 1996	January 26, 1996	January 29, 1996	January 30, 1996	January 31, 1996
Chinese Yuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.069100
Euro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japanese Yen	155.841000	154.744000	154.440000	154.268000	154.666000	154.668000	156.592000	155.670000	155.384000	155.159000	155.694000
U.K. Pound Sterling	0.957067	0.962304	0.965834	0.965965	0.965832	0.963721	0.961888	0.964438	0.966197	0.965065	0.963490
U.S. Dollar	1.468810	1.466070	1.462080	1.458800	1.462560	1.455700	1.458030	1.454180	1.452870	1.454160	1.451690
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	1.976070	1.977970	1.977650	1.985840	1.993680	1.986760	1.978870	NA	1.964930	1.959260	1.949360
Bahrain Dinar	0.552273	0.551242	0.549742	0.548509	0.549923	0.547343	0.548219	0.546772	0.546279	0.546764	0.545835
Botswana Pula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian Real	1.427100	1.424580	1.421000	1.418250	1.423950	1.420180	1.422890	1.418990	1.420040	1.421880	1.419320
Brunei Dollar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Canadian Dollar	2.010360	1.999130	1.995740	1.996660	2.005170	1.994600	2.007420	2.009820	2.006990	2.002670	1.995060
Chilean Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	597.008000
Colombian Peso	1,486.020000	1,481.230000	1,484.160000	1,486.500000	1,490.600000	1,491.930000	1,496.060000	1,493.120000	1,491.940000	1,494.310000	1,492.540000
Czech Koruna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Danish Krone	8.314930	8.333870	8.355060	8.367680	8.338050	8.357900	8.334830	8.363720	8.370710	8.350510	8.376250
Hungarian Forint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Icelandic Krona	97.088300	97.156500	97.286800	97.302000	97.289500	97.269900	97.221400	97.415500	97.516600	97.356000	97.422900
Indian Rupee	52.700900	52.617300	52.488700	52.298000	52.403500	52.172300	52.314100	NA	52.259700	52.335200	52.972200
Indonesian Rupiah	3,385.610000	3,380.760000	3,371.560000	3,365.450000	3,374.130000	3,359.760000	3,365.130000	3,357.700000	3,356.130000	3,359.110000	3,353.400000
Iranian Rial	2,569.070000	2,566.750000	2,566.750000	2,554.980000	2,554.980000	2,555.820000	2,543.840000	2,543.840000	2,541.180000	2,538.890000	2,541.140000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,163.890000	1,160.390000	1,154.750000	1,151.870000	1,154.250000	1,147.530000	1,146.300000	1,145.170000	1,140.650000	1,139.190000	1,138.560000
Kuwaiti Dinar	0.439747	0.438927	NA	0.437159	0.437759	0.435895	0.436593	NA	0.435367	NA	0.434912
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.768970	3.737750	NA	3.727960	3.735380	3.727030	3.734740	3.725900	3.714260	3.720470	3.718500
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.691700
Nepalese Rupee	83.722200	83.566000	83.338600	83.151600	83.365900	82.974900	83.107700	82.888300	82.813600	82.887100	82.746300
New Zealand Dollar	2.215730	2.211270	2.200270	2.191710	2.210310	2.197280	2.190220	2.181160	2.179850	2.175580	2.170260
Norwegian Krone	9.424620	9.439290	9.466240	9.468340	9.448870	9.457680	9.438560	9.468890	9.481430	9.466580	9.477360
Rial Omani	0.564757	0.563704	0.562170	0.560909	0.562354	0.559717	0.560613	0.559132	0.558629	0.559125	0.558175
Pakistani Rupee	50.432600	50.338500	50.201500	50.088900	50.218000	49.982500	50.062500	49.930300	49.885300	49.929600	49.961200
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.005200
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.701810
Qatar Riyal	5.346470	5.336490	5.321970	5.310030	5.323720	5.298750	5.307230	5.293220	5.288450	5.293140	5.284150
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.500690	5.490430	5.475490	5.463210	5.477290	5.451600	5.460320	5.445900	5.441000	5.445830	5.436580
Singapore Dollar	2.093940	2.082260	2.079660	2.076460	2.078300	2.068550	2.067190	2.063480	2.059150	2.063160	2.060960
South African Rand	5.351610	5.346020	5.335860	5.322430	5.333230	5.315490	5.318160	5.317210	5.309510	5.314230	5.302300
Sri Lanka Rupee	NA	79.424300	79.233800	79.099800	79.300000	78.931700	79.058000	78.849300	78.778200	78.833600	NA
Swedish Krona	9.792560	9.796280	9.834680	9.893000	10.033700	9.981300	9.997860	10.066600	10.195800	10.098300	10.093200
Swiss Franc	1.731290	1.739200	1.742800	1.741520	1.732990	1.737090	1.729950	1.747490	1.764660	1.755750	1.767430
Thai Baht	37.160900	37.091600	37.005200	36.936800	37.032000	36.872900	36.961100	36.863500	36.830300	36.833900	36.800300
Trinidad And Tobago Dollar	8.736040	8.711680	8.690750	8.671540	8.701210	8.662000	8.666090	8.645680	8.638910	8.647890	8.641480
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.392000	5.381940	5.367300	5.355250	5.369060	5.343870	5.352430	5.338290	5.333490	5.338220	5.329150
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
