Currency units per SDR for July 2001
Currency	July 02, 2001	July 03, 2001	July 04, 2001	July 05, 2001	July 06, 2001	July 09, 2001	July 10, 2001	July 11, 2001	July 12, 2001	July 13, 2001	July 16, 2001
Iranian Rial	2,183.000000	2,183.330000	2,182.630000	2,182.630000	2,182.630000	2,171.630000	2,178.150000	2,184.840000	2,193.380000	2,194.050000	2,188.150000
Israeli New Sheqel	5.201370	5.207190	5.201430	5.199960	5.198260	5.225040	5.228680	5.256600	5.238730	5.251550	5.244640
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,620.460000	1,619.450000	1,611.050000	1,608.150000	1,604.710000	1,610.150000	1,616.480000	1,624.160000	1,631.910000	1,632.150000	1,626.790000
Kuwaiti Dinar	0.383818	0.383696	0.383178	0.382629	NA	0.382856	0.384035	0.385284	0.383886	NA	0.383955
Libyan Dinar	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990
Malaysian Ringgit	4.734180	4.732700	4.726300	4.717070	4.708810	4.722930	4.737470	4.755970	4.743180	4.744620	4.740640
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	NA	93.096900	93.313200	93.131500	92.967900	93.247000	93.534000	93.899400	93.647000	93.675100	93.596200
New Zealand Dollar	3.062150	3.055180	3.040610	3.050340	3.074450	3.069210	3.065790	3.078510	3.085420	3.072690	3.062570
Norwegian Krone	11.691400	11.653400	11.659300	11.660900	11.717600	11.633800	11.592300	11.602200	11.642900	11.634100	11.595200
Rial Omani	0.479024	0.478874	0.478226	0.477293	0.476456	0.477886	0.479357	0.481230	0.479936	0.480081	0.479678
Pakistani Rupee	79.109500	79.084500	78.977700	78.823900	78.685600	78.921600	79.164700	79.473600	79.260000	79.283900	79.217300
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	4.990570	4.967710	4.973690	4.994010	5.069630	5.276520	NA	5.632570	5.355560	5.312110	5.248020
Qatar Riyal	4.534840	4.533420	4.527300	4.518470	4.510540	4.524070	4.537990	4.555730	4.543470	4.544860	4.541040
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.671890	4.670410	4.664110	4.655020	4.646840	4.660790	4.675130	4.693380	4.680770	4.682200	4.678280
Singapore Dollar	2.270540	2.269320	2.267750	2.266300	2.262080	2.271230	2.285580	2.295380	2.290460	2.291780	2.292100
South African Rand	10.019600	9.995300	10.041500	10.103800	10.177800	10.205900	10.226100	9.088270	10.332000	10.284000	10.271600
Sri Lanka Rupee	113.077000	113.193000	112.818000	NA	112.142000	112.251000	112.380000	112.853000	112.479000	112.575000	112.445000
Swedish Krona	13.592100	13.606500	13.510400	13.583300	13.605900	13.597100	13.529800	13.588900	13.558700	13.537800	13.376700
Swiss Franc	2.239150	2.239440	2.237780	2.242220	2.248330	2.235560	2.225110	2.208400	2.217440	2.205250	2.202280
Thai Baht	56.442600	56.526900	56.556300	NA	56.384100	56.503600	56.702500	56.990100	NA	56.931700	NA
Trinidad And Tobago Dollar	7.695560	7.701430	7.675010	7.651340	7.628110	7.651520	7.675070	7.690000	7.668480	7.688050	7.665360
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.575340	4.573900	4.567730	4.558800	4.550810	4.564460	4.578520	4.596390	4.584040	4.585430	4.581590
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for July 2001 Continued

Currency	July 17, 2001	July 18, 2001	July 19, 2001	July 20, 2001	July 23, 2001	July 24, 2001	July 25, 2001	July 26, 2001	July 27, 2001	July 30, 2001	July 31, 2001
Chinese Yuan	10.305700	10.357600	10.417700	10.431800	10.404100	10.404700	10.423100	10.442000	10.430600	10.408200	10.418600
Euro	1.462090	1.450030	1.442930	1.436160	1.448810	1.443520	1.432140	1.439470	1.437260	1.437010	1.437740
Japanese Yen	156.199000	156.734000	156.075000	NA	155.301000	156.310000	156.592000	155.802000	155.948000	156.751000	157.090000
U.K. Pound Sterling	0.890195	0.888194	0.888139	0.880576	0.883026	0.886156	0.884267	0.882200	0.883970	0.882909	0.882893
U.S. Dollar	1.245110	1.251370	1.258670	1.260370	1.256990	1.257010	1.259280	1.261550	1.260190	1.257530	1.258740
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	2.455840	2.452710	2.443540	2.453040	2.474390	2.468610	2.475000	2.471690	2.477270	2.486210	2.497000
Bahrain Dinar	0.468163	0.470515	0.473259	0.473900	0.472628	0.472637	0.473489	0.474343	0.473830	0.472829	0.473285
Botswana Pula	7.151690	7.173240	7.225430	7.231020	7.195120	7.184990	7.199990	7.184220	7.184630	7.192020	7.229980
Brazilian Real	3.233680	3.165470	3.107390	3.153960	3.087800	3.029400	3.052370	3.142020	3.128790	3.139170	3.062010
Brunei Dollar	2.287020	2.291260	2.302110	2.298920	2.292880	2.290530	2.288870	2.284920	2.272880	2.262290	2.267610
Canadian Dollar	1.917850	1.920860	1.940490	1.947020	1.941550	1.933410	1.936150	1.934590	1.933880	1.924270	1.926240
Chilean Peso	672.857000	675.042000	678.095000	678.523000	677.994000	677.530000	678.251000	679.648000	678.725000	678.095000	678.813000
Colombian Peso	2,866.950000	2,876.610000	2,893.210000	NA	2,893.180000	2,893.970000	2,898.320000	2,904.980000	2,900.360000	2,894.450000	2,892.920000
Czech Koruna	49.412200	49.416600	48.607200	48.778800	48.871800	48.896600	48.705200	48.627700	48.703700	48.711600	48.826500
Danish Krone	10.893700	10.863700	10.685300	10.734600	10.778800	10.753100	10.704700	10.683600	10.705700	10.708600	10.708000
Hungarian Forint	369.437000	363.549000	358.431000	358.891000	358.796000	356.716000	354.626000	354.849000	356.116000	354.887000	356.009000
Icelandic Krona	128.085000	127.627000	127.402000	NA	127.572000	127.574000	127.414000	127.013000	126.271000	126.293000	126.239000
Indian Rupee	58.694700	58.952200	59.358800	59.388800	59.242100	59.243100	59.350000	59.494800	59.430400	59.279600	59.362000
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iranian Rial	NA	2,182.050000	2,193.020000	NA	2,208.800000	2,202.870000	2,202.910000	2,206.890000	2,206.890000	2,208.480000	2,203.820000
Israeli New Sheqel	5.243180	5.274540	5.292690	5.299870	5.271810	5.268150	5.286470	5.295990	5.299080	5.286640	5.298010
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	NA	1,641.300000	1,648.980000	1,645.920000	1,638.740000	1,644.930000	1,652.310000	1,650.990000	1,641.020000	1,636.170000	1,638.120000
Kuwaiti Dinar	0.383483	0.385009	0.386373	NA	0.385733	NA	0.386499	0.386766	NA	0.385998	0.386369
Libyan Dinar	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990
Malaysian Ringgit	4.731420	4.755200	4.782930	4.789410	4.776550	4.776640	4.785280	4.793890	4.788720	4.778610	4.783200
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	93.414300	93.884400	94.431400	94.559100	94.305800	94.307600	94.477800	94.647700	94.545700	94.345900	94.436700
New Zealand Dollar	3.064890	3.068970	3.045780	3.046950	3.062840	3.067760	3.056140	3.057200	3.059830	3.054100	3.064490
Norwegian Krone	11.668200	11.611100	11.559300	11.513600	11.571000	11.551100	11.475700	11.533700	11.475000	11.467400	11.480300
Rial Omani	0.478746	0.481153	0.483957	0.484614	0.483314	0.483323	0.484194	0.485067	0.484543	0.483519	0.483985
Pakistani Rupee	79.063300	79.460900	79.924600	80.032700	79.818000	79.819300	79.963500	80.107000	80.670500	80.499700	80.577600
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	5.253260	5.238870	5.352120	5.328330	5.277100	5.278830	5.291620	5.283760	5.293920	5.308390	5.335040
Qatar Riyal	4.532210	4.555000	4.581540	4.587750	4.575440	4.575530	4.583790	4.592040	4.587090	4.577390	4.581800
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.669170	4.692650	4.720010	4.726390	4.713710	4.713800	4.722300	4.730820	4.725700	4.715710	4.720250
Singapore Dollar	2.287020	2.291260	2.302110	2.298920	2.292880	2.290530	2.288870	2.284920	2.272880	2.262290	2.267610
South African Rand	10.251600	10.279400	10.389700	10.408800	10.309200	10.291200	10.349400	10.286100	10.316500	10.319900	10.407900
Sri Lanka Rupee	112.403000	112.945000	113.608000	113.719000	113.417000	113.403000	113.602000	113.734000	113.453000	113.035000	113.172000
Swedish Krona	13.475200	13.439700	13.301000	13.388300	13.456100	13.472000	13.461700	13.309400	13.345400	13.345500	13.279700
Swiss Franc	2.209950	2.179010	2.169440	2.169980	2.177990	2.173000	2.167350	2.167600	2.169540	2.171750	2.170060
Thai Baht	56.962500	57.247900	57.566500	57.601400	57.545000	57.495700	57.578100	57.630200	57.520200	57.441200	57.556900
Trinidad And Tobago Dollar	7.634810	7.681910	NA	NA	7.698470	7.705880	7.726180	7.727500	7.715990	7.699830	7.719330
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.572680	4.595670	4.622460	4.628710	4.616290	4.616380	4.624710	4.633040	4.628040	4.618260	4.622720
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
