Currency units per SDR for November 2001
Currency	November 01, 2001	November 02, 2001	November 05, 2001	November 06, 2001	November 07, 2001	November 08, 2001	November 09, 2001	November 12, 2001	November 13, 2001	November 14, 2001	November 15, 2001
Icelandic Krona	133.941000	133.356000	134.307000	135.400000	134.638000	134.300000	NA	133.613000	135.811000	135.983000	134.933000
Indian Rupee	61.487800	61.406200	61.087000	61.211500	61.388900	61.296300	61.152700	61.149400	60.972600	NA	60.794700
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iranian Rial	2,241.240000	2,239.840000	2,242.450000	2,231.230000	2,236.260000	2,242.250000	2,242.250000	2,231.320000	2,233.050000	2,225.200000	2,217.260000
Israeli New Sheqel	5.476270	5.463730	5.419910	5.437180	5.456910	5.424880	NA	5.375880	5.353180	5.353030	5.359090
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,661.450000	1,659.340000	1,650.800000	1,654.000000	1,658.060000	1,650.570000	1,641.560000	1,634.170000	1,630.720000	1,626.160000	1,626.590000
Kuwaiti Dinar	0.391434	NA	0.388942	0.389816	0.390863	0.389827	NA	0.389054	0.388018	0.387277	0.387531
Libyan Dinar	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990
Malaysian Ringgit	4.867790	4.862350	4.838070	4.848930	4.861970	4.851610	4.838230	4.841980	4.824970	4.807740	4.810910
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	97.964300	97.855000	97.366200	97.584800	97.847400	NA	97.369100	97.445000	97.102500	NA	NA
New Zealand Dollar	3.110350	3.076250	3.076410	3.061880	3.045250	3.042400	3.035440	3.023030	3.007770	2.997740	3.014710
Norwegian Krone	11.244100	11.259800	11.297500	11.287300	11.296400	11.230600	11.254400	11.282000	11.321600	11.273700	11.333200
Rial Omani	0.492543	0.491993	0.489536	0.490636	0.491954	0.490906	0.489553	0.489932	0.488212	0.486469	0.486786
Pakistani Rupee	79.611500	78.696800	78.303600	78.480000	78.690600	78.523100	78.306700	78.367400	78.092100	77.813100	77.864600
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	5.245710	5.244970	5.225370	5.202560	5.188550	5.177300	5.181190	5.179630	5.193000	5.185650
Qatar Riyal	4.662830	4.657620	4.634350	4.644770	4.657250	4.647340	4.634520	4.638110	4.621820	4.605320	4.608340
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.803740	4.798370	4.774410	4.785120	4.797980	4.787780	4.774570	4.778260	4.761500	4.744490	4.747590
Singapore Dollar	2.338200	2.345570	2.311700	2.326210	2.324790	2.316900	2.319550	2.327340	2.317640	NA	2.315820
South African Rand	12.126600	12.260200	12.200200	12.079600	12.197800	12.169300	12.256600	12.314600	12.320800	12.303400	12.226600
Sri Lanka Rupee	117.860000	117.785000	117.328000	117.636000	117.973000	117.713000	117.410000	117.486000	117.105000	NA	116.765000
Swedish Krona	13.601000	13.486600	13.495600	13.452600	13.456800	13.383400	13.470700	13.388700	13.427400	13.417400	13.350200
Swiss Franc	2.073420	2.082370	2.093220	2.093590	2.084250	2.091560	2.100300	2.089820	2.101790	2.118070	2.111480
Thai Baht	57.315800	57.225900	56.882800	57.018400	57.117700	56.864700	56.641800	56.573600	56.345600	56.173500	56.252100
Trinidad And Tobago Dollar	7.853790	7.864600	7.806710	7.848620	7.914150	7.885810	7.892410	7.916780	7.886190	NA	7.898080
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.704470	4.699200	4.675740	4.686230	4.698830	4.688830	4.675890	4.679520	4.663090	4.646430	4.649480
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for November 2001 Continued

Currency	November 16, 2001	November 19, 2001	November 20, 2001	November 21, 2001	November 22, 2001	November 23, 2001	November 26, 2001	November 27, 2001	November 28, 2001	November 29, 2001	November 30, 2001
Chinese Yuan	10.475700	10.440900	10.460800	10.449600	NA	NA	10.441300	10.419200	10.451900	10.488200	10.479600
Euro	1.430900	1.434590	1.432300	1.436130	1.435040	1.431290	1.430580	1.432420	1.429880	1.425770	1.422880
Japanese Yen	154.913000	155.156000	155.518000	155.666000	155.192000	NA	156.550000	156.445000	156.010000	155.877000	156.930000
U.K. Pound Sterling	0.884189	0.887705	0.890480	0.888770	0.891242	0.890258	0.889434	0.893471	0.891822	0.888431	0.888163
U.S. Dollar	1.265630	1.261430	1.263860	1.262500	1.259680	1.258820	1.261480	1.258810	1.262730	1.267080	1.266080
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	2.436710	2.415610	2.428620	2.441020	2.438400	2.429680	2.439060	2.418930	2.415790	2.430620	2.434770
Bahrain Dinar	0.475875	0.474298	0.475211	0.474699	0.473640	0.473317	0.474318	0.473312	0.474786	0.476424	0.476045
Botswana Pula	7.900270	7.948560	8.019370	8.036260	NA	NA	8.055420	8.074480	8.068550	8.088650	8.307580
Brazilian Real	NA	3.202020	3.178090	3.199420	3.199960	3.194260	3.169600	3.132680	3.105810	3.148570	NA
Brunei Dollar	2.317110	2.316360	2.326760	2.316680	2.315030	2.317110	2.312680	2.311310	2.313960	2.320030	2.317930
Canadian Dollar	2.009180	1.998740	2.013700	2.021760	2.014850	2.011720	2.018370	2.007550	2.001050	2.005290	1.990020
Chilean Peso	687.096000	685.641000	686.540000	686.205000	NA	NA	686.031000	684.917000	686.445000	688.241000	688.023000
Colombian Peso	2,925.580000	2,919.370000	2,920.650000	2,922.510000	2,921.620000	2,917.410000	2,922.100000	2,911.960000	2,920.570000	2,928.190000	2,922.860000
Czech Koruna	47.637000	47.526900	47.571500	47.717400	NA	NA	47.377400	47.357700	47.358800	47.472600	47.346200
Danish Krone	10.649500	10.667000	10.663900	10.690300	10.678800	10.651300	10.649700	10.632800	10.617700	NA	10.632600
Hungarian Forint	360.236000	359.104000	357.672000	359.332000	362.081000	360.853000	360.430000	359.278000	358.844000	357.330000	359.452000
Icelandic Krona	134.878000	NA	136.269000	137.890000	138.187000	138.961000	139.028000	138.683000	139.077000	138.505000	136.407000
Indian Rupee	NA	60.510700	60.627400	60.562000	60.489800	60.473800	60.576300	60.397800	60.611200	60.807300	NA
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iranian Rial	2,217.260000	2,218.020000	2,210.660000	2,214.910000	2,212.530000	2,212.530000	2,212.530000	2,210.740000	2,206.060000	2,212.930000	2,212.930000
Israeli New Sheqel	5.362480	5.332080	5.343590	5.332790	5.325920	5.326060	5.356240	5.338630	5.336290	5.352170	5.359320
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,623.930000	1,618.920000	1,622.670000	1,619.910000	1,614.280000	1,609.660000	1,609.150000	1,594.030000	1,597.610000	1,608.820000	1,612.980000
Kuwaiti Dinar	NA	0.386439	0.387537	0.387120	0.386255	NA	0.387150	NA	0.387040	0.388069	NA
Libyan Dinar	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990	0.816990
Malaysian Ringgit	4.809380	4.793450	4.802660	4.797500	4.786770	4.783520	4.793630	4.783480	4.798370	4.814910	4.811090
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	NA	96.468300	96.653800	96.549300	96.333500	96.268600	96.472000	96.267700	96.567000	96.900200	96.823200
New Zealand Dollar	3.037630	3.031190	3.039210	3.052090	3.080270	3.065430	3.065940	3.040970	3.037970	3.066140	3.066680
Norwegian Krone	11.332700	11.364700	11.333000	11.336700	11.312400	11.348700	11.372400	11.374900	11.355500	11.332000	11.313300
Rial Omani	0.486635	0.485020	0.485954	0.485430	0.484346	0.484018	0.485039	0.484013	0.485519	0.487194	0.486808
Pakistani Rupee	77.839800	77.581900	77.730900	77.647600	77.473700	77.421000	77.584900	77.420400	77.661500	77.929600	77.058200
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	5.239830	5.195970	5.188390	5.161080	5.166200	5.163320	5.167290	5.133550	5.136920	NA	5.174970
Qatar Riyal	4.606890	4.591620	4.600430	4.595480	4.585220	4.582110	4.591790	4.582070	4.596350	4.612180	4.608530
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.746110	4.730370	4.739470	4.734360	4.723800	4.720590	4.730570	4.720540	4.735250	4.751560	4.747800
Singapore Dollar	2.317110	2.316360	2.326760	2.316680	2.315030	2.317110	2.312680	2.311310	2.313960	2.320030	2.317930
South African Rand	NA	NA	12.338400	12.456400	12.577300	12.527200	12.462200	12.545900	12.509300	12.539700	13.070400
Sri Lanka Rupee	116.787000	116.641000	117.031000	117.360000	117.367000	117.403000	117.595000	117.253000	117.619000	118.026000	NA
Swedish Krona	13.384000	13.412200	13.415800	13.499200	13.472300	13.419000	13.359100	13.349700	13.391300	13.526100	13.502700
Swiss Franc	2.099300	2.102430	2.089030	2.091070	2.095470	2.093930	2.097340	2.100330	2.085400	NA	2.094720
Thai Baht	56.257200	56.079600	56.159600	56.024600	55.869400	55.811000	55.741000	55.518500	55.699100	55.858100	55.693600
Trinidad And Tobago Dollar	7.848920	7.857190	7.858050	7.843010	7.832940	7.822340	7.864360	7.827790	7.867570	7.890230	7.860460
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.648010	4.632610	4.641510	4.636520	4.626160	4.623020	4.632800	4.622990	4.637380	4.653370	4.649670
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
