Currency units per SDR for April 2002
Currency	April 01, 2002	April 02, 2002	April 03, 2002	April 04, 2002	April 05, 2002	April 08, 2002	April 09, 2002	April 10, 2002	April 11, 2002	April 12, 2002	April 15, 2002
Chilean Peso	691.300000	694.064000	693.414000	694.334000	693.698000	693.592000	NA	696.384000	696.180000	698.719000	822.856000
Colombian Peso	2,840.110000	2,846.300000	2,845.380000	2,843.580000	2,846.320000	2,844.350000	2,852.510000	2,867.720000	2,869.240000	2,884.190000	2,884.480000
Czech Koruna	42.828800	42.901500	42.863400	42.754800	42.753300	42.776900	42.880500	42.929100	42.764100	42.918800	43.070400
Danish Krone	10.579200	10.533200	10.517700	10.542400	10.534000	10.542500	10.533200	10.490700	NA	10.445800	10.462000
Hungarian Forint	343.706000	343.636000	342.661000	342.492000	342.051000	341.353000	340.963000	342.262000	344.072000	341.365000	342.039000
Icelandic Krona	122.078000	121.850000	NA	121.598000	121.411000	121.218000	119.106000	NA	118.457000	119.118000	NA
Indian Rupee	61.289500	61.579000	61.560400	61.605600	61.574500	61.622300	61.808900	NA	61.993600	62.207200	62.079400
Indonesian Rupiah	11,793.100000	11,925.800000	11,816.300000	11,819.600000	11,701.800000	11,652.400000	11,787.100000	11,745.800000	11,848.300000	11,773.400000	11,810.000000
Iranian Rial	9,930.780000	9,927.630000	9,968.400000	9,968.400000	9,984.920000	9,975.760000	9,973.370000	9,985.220000	9,985.220000	10,027.300000	10,063.900000
Israeli New Sheqel	6.006150	NA	6.028960	6.030780	6.022720	6.025040	6.129220	6.180470	6.170250	6.228360	6.202900
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,665.910000	1,668.860000	1,661.960000	1,656.380000	1,650.210000	1,647.420000	1,645.970000	1,655.930000	1,644.430000	1,648.400000	1,638.130000
Kuwaiti Dinar	0.384612	0.385954	0.385648	NA	0.385811	0.385719	0.386175	0.387637	NA	0.388306	0.387589
Libyan Dinar	1.644740	1.644740	1.644740	1.644740	1.644740	1.644740	1.644740	1.644740	1.644740	1.644740	1.644740
Malaysian Ringgit	4.760840	4.780390	4.781900	4.788330	4.783930	4.782790	4.788450	4.809700	4.808640	4.826210	4.817280
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	97.534300	97.935500	97.966200	98.097900	98.007500	97.984500	98.099800	98.788800	98.767400	NA	98.944300
New Zealand Dollar	2.857130	2.850670	2.824050	2.815520	2.817030	2.806310	2.826640	2.822100	2.805840	2.816080	2.830970
Norwegian Krone	10.863300	10.819800	10.799900	10.782900	10.785600	NA	10.803500	10.704000	10.684400	10.643900	NA
Rial Omani	0.481721	0.483702	0.483851	0.484503	0.484060	0.483943	0.484515	0.486665	0.486559	0.488336	0.487434
Pakistani Rupee	75.322800	75.632100	75.656100	75.780500	75.711100	75.692800	75.782300	76.119100	75.990700	76.267800	76.237500
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	5.089080	5.100300	5.082510	5.081430	5.087580	5.082460	5.095900	5.107410	5.097670	5.058250	5.045710
Qatar Riyal	4.560380	4.579110	4.580560	4.586710	4.582510	4.581400	4.586820	4.607190	4.606170	4.622990	4.614460
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	4.698190	4.717490	4.718980	4.725320	4.720990	4.719850	4.725430	4.746420	4.745390	4.762700	4.753890
Singapore Dollar	2.299980	2.304400	2.298450	2.295250	2.290250	2.284660	2.294420	2.296380	2.290560	2.294230	2.293660
South African Rand	14.015000	NA	13.978900	13.976200	13.806100	13.777600	13.787600	13.756400	13.516700	13.468300	13.553700
Sri Lanka Rupee	120.042000	120.618000	120.666000	120.966000	120.839000	120.783000	121.111000	121.841000	NA	122.081000	121.873000
Swedish Krona	13.007700	13.020300	12.920500	13.007200	13.039400	13.042500	13.010700	13.024200	12.989700	13.021200	12.956000
Swiss Franc	2.092510	2.084510	2.080380	2.076870	2.080130	2.084920	2.077430	2.064000	2.066070	2.056600	2.056220
Thai Baht	NA	NA	54.488500	54.531600	54.456400	54.488500	54.608400	54.719300	54.713600	54.877800	54.808000
Trinidad And Tobago Dollar	7.809510	7.839570	7.848120	7.859290	7.840000	7.845170	7.850400	7.872590	7.884010	7.905080	7.882710
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.601090	4.620000	4.621460	4.627660	4.623420	4.622310	4.627790	4.648330	4.647320	4.664270	4.655650
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
