Currency units per SDR for April 1998
Currency	April 01, 1998	April 02, 1998	April 03, 1998	April 06, 1998	April 07, 1998	April 08, 1998	April 09, 1998	April 10, 1998	April 13, 1998	April 14, 1998	April 15, 1998
Korean Won	1,850.880000	1,843.440000	1,876.310000	1,925.020000	1,960.840000	1,930.130000	1,883.940000	1,861.400000	1,855.610000	1,877.660000	1,907.380000
Kuwaiti Dinar	0.408408	0.408250	NA	NA	NA	NA	NA	NA	0.410420	0.411173	0.411324
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	4.884090	4.933620	5.034620	4.975390	NA	5.022270	4.905600	4.919670	4.880350	4.946510	5.019770
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	84.604100	84.538200	84.331500	84.455100	84.587000	84.796900	84.860900	85.337000	85.238100	85.335800	85.552000
New Zealand Dollar	2.415290	2.426590	2.420660	2.424200	2.436860	2.445140	2.427460	NA	NA	2.450820	2.452120
Norwegian Krone	10.187900	10.221900	10.187600	10.173200	10.195800	10.196400	NA	NA	NA	10.173000	10.099600
Rial Omani	0.513096	0.512696	0.511443	0.512192	0.512992	0.514265	0.514653	0.517541	0.516941	0.517533	0.518844
Pakistani Rupee	59.076500	59.030500	58.886100	58.972500	59.064500	59.211100	59.255800	59.588300	59.519200	59.587400	59.738300
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	4.857400	4.853610	4.841750	4.848840	4.856420	4.868460	4.872140	4.899480	4.893800	4.899400	4.911820
Russian Ruble	8.139480	8.163140	8.153820	8.168440	8.181860	8.199480	8.200990	8.247950	8.252100	8.261690	8.269120
Saudi Arabian Riyal	4.997520	4.993620	4.981410	4.988710	4.996500	5.008900	5.012680	5.040810	5.034970	5.040730	5.053500
Singapore Dollar	2.157810	2.162790	2.170800	2.158000	NA	2.158040	2.133570	NA	2.136330	2.150220	2.152970
South African Rand	6.732970	6.723720	6.705950	6.710450	6.739610	6.749640	6.752060	NA	NA	6.773690	6.789510
Sri Lanka Rupee	83.791900	83.819900	83.721400	83.897400	84.015000	84.223500	84.277000	NA	NA	NA	84.949900
Swedish Krona	10.669600	10.713900	10.661800	10.638800	NA	10.655100	10.568800	NA	NA	10.584200	10.478800
Swiss Franc	2.039710	2.042380	2.039520	2.029190	2.041700	2.033650	2.030910	NA	NA	2.028810	2.020320
Thai Baht	52.141000	53.688400	54.594700	NA	53.367200	54.093400	53.379400	53.468900	NA	NA	NA
Trinidad And Tobago Dollar	8.391290	8.378750	8.356000	8.375450	8.386520	8.412950	8.403240	NA	8.443410	8.453090	8.477610
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.900770	4.896950	4.884980	4.892140	4.899780	4.911930	4.915640	4.943220	4.937490	4.943150	4.955670
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for April 1998 Continued

Currency	April 16, 1998	April 17, 1998	April 20, 1998	April 21, 1998	April 22, 1998	April 23, 1998	April 24, 1998	April 27, 1998	April 28, 1998	April 29, 1998	April 30, 1998
Chinese Yuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.147500
Euro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japanese Yen	175.666000	177.102000	177.434000	177.646000	176.951000	175.557000	175.511000	176.655000	177.508000	NA	178.163000
U.K. Pound Sterling	0.799584	0.797492	0.802443	0.804175	0.806430	0.809761	0.809794	0.806557	0.808642	0.806447	0.806094
U.S. Dollar	1.346100	1.348320	1.343690	1.348360	1.350770	1.349710	1.349360	1.345740	1.348330	1.345880	1.346660
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	2.069330	2.060080	2.077760	2.080160	2.071730	2.072010	2.069570	2.080610	2.091730	2.081470	2.072100
Bahrain Dinar	0.506134	0.506968	0.505227	0.506983	0.507890	0.507491	0.507359	0.505998	0.506972	0.506051	0.506344
Botswana Pula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian Real	1.534420	1.537220	1.532610	NA	1.541230	1.540960	1.540970	1.537780	NA	1.539820	1.541250
Brunei Dollar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Canadian Dollar	1.933940	1.927420	1.918650	1.929370	1.934980	1.936160	1.936740	1.936120	1.939840	1.934840	1.925990
Chilean Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	609.700000
Colombian Peso	1,836.160000	1,834.710000	1,828.080000	1,834.340000	1,833.680000	1,830.130000	NA	1,830.190000	1,844.740000	1,845.670000	1,839.160000
Czech Koruna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Danish Krone	9.275980	9.253520	9.279520	9.219410	9.244940	9.220540	9.244740	9.224510	9.217050	9.234350	9.216680
Hungarian Forint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Icelandic Krona	96.892300	96.391400	96.382900	96.219000	96.363900	NA	96.533200	96.328100	96.324700	96.297700	96.420900
Indian Rupee	53.480600	53.541800	53.344500	53.529900	53.666100	53.570000	53.583100	53.439300	53.542200	53.498700	53.502800
Indonesian Rupiah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10,732.900000
Iranian Rial	2,358.850000	2,358.850000	2,362.930000	2,354.820000	NA	2,367.220000	2,367.220000	2,365.370000	2,358.410000	2,362.950000	2,358.650000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,885.210000	1,881.580000	1,856.040000	1,871.930000	1,862.580000	1,852.070000	1,849.970000	1,839.220000	1,833.590000	1,814.650000	1,802.100000
Kuwaiti Dinar	0.410695	NA	0.410202	0.411627	0.412079	0.411756	NA	0.410693	NA	0.411032	0.411122
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	5.041140	5.110130	5.099300	5.076580	5.051880	5.088410	5.077640	5.086900	NA	5.071280	5.031800
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.425100
Nepalese Rupee	85.342700	85.483500	85.189900	85.486000	85.638800	85.571600	85.549400	85.319900	85.484100	85.328800	85.378200
New Zealand Dollar	2.438590	2.414180	2.432020	2.425110	2.422910	2.405900	2.407420	NA	2.440860	2.435980	2.424230
Norwegian Krone	10.128700	10.088100	10.075000	10.008200	10.051100	10.031700	10.078400	10.056000	10.032200	NA	NA
Rial Omani	0.517575	0.518429	0.516649	0.518444	0.519371	0.518963	0.518829	0.517437	0.518433	0.517491	0.517791
Pakistani Rupee	59.592300	59.690500	59.485600	59.692300	59.799000	59.752100	59.736600	59.576300	59.691000	59.582500	59.617000
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.933700
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.568540
Qatar Riyal	4.899800	4.907880	4.891030	4.908030	4.916800	4.912940	4.911670	4.898490	4.907920	4.899000	4.901840
Russian Ruble	8.265730	8.280710	8.254290	8.274750	8.262660	8.283170	8.283720	8.223820	8.235600	8.255630	8.227420
Saudi Arabian Riyal	5.041140	5.049460	5.032120	5.049610	5.058630	5.054660	5.053350	5.039800	5.049500	5.040320	5.043240
Singapore Dollar	2.158200	2.166750	2.154610	2.151980	2.150430	2.137940	2.142380	2.148470	2.152610	2.140620	2.134050
South African Rand	6.793090	6.794860	6.784960	6.797760	6.816660	6.828860	6.823040	NA	6.808390	6.798710	6.809390
Sri Lanka Rupee	84.849800	85.053800	84.862500	85.157400	85.306300	85.239300	85.281300	85.150100	85.391500	85.340600	85.383400
Swedish Krona	10.463900	10.420500	10.441100	10.315600	10.367200	10.348200	10.413000	10.370300	10.409800	10.448700	10.413000
Swiss Franc	2.027900	2.020050	2.017820	2.011350	2.006700	2.002970	2.014050	2.012550	2.006580	2.013440	2.018100
Thai Baht	54.063400	53.230300	52.739800	52.773500	52.803000	52.847900	52.577800	52.458300	52.152100	51.850000	52.131900
Trinidad And Tobago Dollar	8.459300	8.462190	8.436360	8.465140	8.494860	8.483200	8.485180	8.457170	8.471690	8.449030	8.455680
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	4.943550	4.951710	4.934700	4.951850	4.960700	4.956810	4.955520	4.942230	4.951740	4.942740	4.945610
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
