Currency units per SDR for June 1995
Currency	June 01, 1995	June 02, 1995	June 05, 1995	June 06, 1995	June 07, 1995	June 08, 1995	June 09, 1995	June 12, 1995	June 13, 1995	June 14, 1995	June 15, 1995
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,174.700000	1,184.850000	1,186.290000	NA	1,188.190000	1,185.770000	1,189.090000	1,194.910000	1,197.360000	1,190.600000	1,191.250000
Kuwaiti Dinar	0.462450	NA	0.465380	0.465326	0.466028	0.466345	NA	0.467160	0.467894	0.467428	0.466307
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.818000	3.843580	NA	3.814260	3.805670	3.805830	3.819000	3.817510	3.822810	3.816130	3.808030
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepalese Rupee	77.988100	78.683000	78.571600	78.465300	78.583700	78.516200	78.787800	78.779700	78.982800	78.722300	78.651700
New Zealand Dollar	2.329100	2.345270	NA	2.323080	2.324160	2.321470	2.336110	2.343230	2.348210	2.332040	2.330340
Norwegian Krone	9.831700	9.766280	NA	9.777410	9.799960	9.821920	9.777720	9.773600	9.759600	9.789900	9.760840
Rial Omani	0.595087	0.600389	0.599539	0.598728	0.599632	0.599116	0.601189	0.601127	0.602677	0.600689	0.600151
Pakistani Rupee	48.051900	48.480100	48.411400	48.345900	48.418900	48.377300	48.544600	48.539700	48.664800	48.504300	48.460800
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar Riyal	5.633590	5.683790	5.675740	5.668060	5.676620	5.671740	5.691360	5.690780	5.705450	5.686630	5.681530
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.796100	5.847740	5.839470	5.831560	5.840360	5.835350	5.855530	5.854930	5.870030	5.850660	5.845420
Singapore Dollar	2.156550	2.171240	2.168160	2.173020	2.172870	2.169910	2.176160	2.175470	2.182330	2.178570	2.177400
South African Rand	5.705560	5.732970	5.734220	5.723340	5.733540	5.734840	5.748430	5.746280	5.748550	5.728030	5.732260
Sri Lanka Rupee	77.616700	78.292600	78.181800	78.122700	78.240600	78.266900	78.490700	NA	78.653600	78.519200	78.386400
Swedish Krona	11.415800	11.391000	NA	11.221700	11.260400	11.283500	11.285900	11.350900	11.343500	11.318600	11.324800
Swiss Franc	1.833240	1.814750	NA	1.814090	1.810590	1.815890	1.805600	1.812450	1.805840	1.814560	1.817930
Thai Baht	38.227900	38.552900	38.467200	38.461900	38.488700	38.502400	38.588700	38.553400	38.621500	38.556600	38.475200
Trinidad And Tobago Dollar	9.116820	9.208200	NA	9.170120	9.179900	9.170610	9.185450	9.157770	9.210220	9.150630	NA
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.681570	5.732190	5.724080	5.716330	5.724960	5.720040	5.739830	5.739240	5.754040	5.735060	5.729920
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Currency units per SDR for June 1995 Continued

Currency	June 16, 1995	June 19, 1995	June 20, 1995	June 21, 1995	June 22, 1995	June 23, 1995	June 26, 1995	June 27, 1995	June 28, 1995	June 29, 1995	June 30, 1995
Chinese Yuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.022400
Euro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japanese Yen	132.295000	132.062000	132.700000	132.323000	132.195000	132.380000	132.314000	132.318000	131.719000	133.322000	132.717000
U.K. Pound Sterling	0.974953	0.978525	0.977361	0.977499	0.978396	0.980553	0.984016	0.991941	0.990840	0.986384	0.984166
U.S. Dollar	1.562850	1.565640	1.566710	1.567810	1.573750	1.566630	1.570490	1.570540	1.566220	1.561150	1.568760
Algerian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Australian Dollar	2.150020	2.152970	2.163070	2.163990	2.170690	2.176480	2.176700	2.184950	2.189600	2.180990	2.213890
Bahrain Dinar	0.587632	0.588681	0.589083	0.589497	0.591730	0.589053	0.590504	0.590523	0.588899	0.586992	0.589854
Botswana Pula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian Real	1.414380	1.420040	1.425710	NA	1.443130	1.438170	1.441710	1.440190	1.437790	1.433140	1.440120
Brunei Dollar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Canadian Dollar	2.160170	2.162150	2.161280	2.157150	2.165320	2.152860	2.155030	2.159810	2.153870	2.148300	2.154530
Chilean Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian Peso	1,363.650000	1,368.230000	1,369.160000	NA	1,377.530000	1,370.500000	1,372.040000	1,372.090000	1,371.930000	1,371.940000	1,382.440000
Czech Koruna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Danish Krone	8.573800	8.549180	8.540140	8.535160	8.507690	8.531870	8.503420	8.501330	8.499880	8.509050	8.479930
Hungarian Forint	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Icelandic Krona	99.115900	98.932800	98.749700	98.850400	98.658400	98.744700	98.658200	98.708400	98.671900	98.742700	98.596600
Indian Rupee	49.089100	49.161100	49.194700	49.229200	49.384300	49.160800	49.282000	49.283500	49.148000	49.035700	49.290400
Indonesian Rupiah	3,502.350000	3,508.600000	3,512.560000	3,516.600000	3,529.920000	3,513.950000	3,524.180000	3,524.290000	3,516.160000	3,504.780000	3,523.430000
Iranian Rial	2,730.050000	2,731.080000	2,735.960000	2,737.830000	2,739.750000	2,739.750000	2,737.690000	2,744.430000	2,744.520000	2,736.970000	2,736.970000
Israeli New Sheqel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstani Tenge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korean Won	1,191.520000	NA	1,191.950000	1,192.320000	1,196.840000	1,191.580000	1,194.040000	NA	1,189.860000	1,184.290000	1,189.280000
Kuwaiti Dinar	NA	0.467829	0.468478	0.468415	0.469812	NA	0.469074	0.469387	0.467924	0.467283	0.469216
Libyan Dinar	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000	0.525000
Malaysian Ringgit	3.817260	3.822510	3.823560	3.819340	3.832870	3.819440	3.828850	3.828190	3.816880	3.808430	3.826680
Mauritian Rupee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mexican Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.806320
Nepalese Rupee	78.752000	78.955200	79.009200	79.064700	79.364200	79.005200	79.199800	79.202300	78.984500	78.728800	79.112600
New Zealand Dollar	2.332260	2.331560	2.333150	2.331320	NA	2.341050	2.334610	2.337460	2.333110	2.334600	2.347740
Norwegian Krone	9.772500	9.753150	9.738670	9.731400	9.706890	9.732690	9.706410	9.709860	9.703520	9.715040	9.681600
Rial Omani	0.600916	0.601989	0.602400	0.602823	0.605107	0.602369	0.603853	0.603873	0.602212	0.600262	0.603188
Pakistani Rupee	NA	48.609200	48.642400	48.676600	48.861000	48.639900	48.759800	48.761300	48.690000	48.532400	48.769000
Nuevo Sol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippine Peso	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polish Zloty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.672470
Qatar Riyal	5.688770	5.698930	5.702820	5.706830	5.728450	5.702530	5.716580	5.716770	5.701040	5.682590	5.710290
Russian Ruble	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabian Riyal	5.852870	5.863320	5.867330	5.871450	5.893690	5.867030	5.881490	5.881670	5.865490	5.846510	5.875010
Singapore Dollar	2.182050	2.185010	2.186500	2.190700	2.202460	2.189840	2.192720	2.195300	2.186130	2.184520	2.190770
South African Rand	NA	5.737290	5.728680	5.727990	5.733960	5.709580	5.706380	5.709700	5.706520	5.698980	5.704800
Sri Lanka Rupee	78.611400	78.704700	78.821200	78.845200	79.112400	78.895500	79.058500	79.155200	78.937500	78.931700	78.751800
Swedish Krona	11.383500	11.369800	11.340800	11.398600	11.377400	NA	11.370300	11.395100	11.377800	11.374500	11.402500
Swiss Franc	1.822750	1.812540	1.812680	1.812390	1.798640	1.810710	1.801510	1.798270	1.801620	1.812180	1.805640
Thai Baht	38.586800	38.608700	38.666400	38.677900	38.792900	38.664400	38.728300	38.729500	38.576000	38.560400	38.685600
Trinidad And Tobago Dollar	9.145170	NA	9.170420	9.166040	9.207850	9.157270	9.205270	9.177450	9.168340	9.167230	9.196860
Tunisian Dinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U.A.E. Dirham	5.737220	5.747460	5.751390	5.755430	5.777240	5.751100	5.765270	5.765450	5.749590	5.730980	5.758920
Peso Uruguayo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bolivar Fuerte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

Notes:


The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates, of specified quantities of the SDR basket currencies. See SDR Valuation.

These rates are the official rates used by the Fund to conduct operations with member countries. The rates are derived from the currency's representative exchange rate, as reported by the central bank, normally against the U.S. dollar at spot market rates and rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.

The value in terms of each national currency of the SDR (shown above) is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.

Exchange rates are published daily except on IMF holidays or whenever the IMF is closed for business.
